id_solicitud,Monto,Edad Solicitud,Genero,Dependientes,Ingresos,Egresos,Score CC,Deficit,IngresoPercapita,Odds,Mes inicial,Prediction,Incobrable
85758,3500,27,Masculino,2,9957,2212,496,7000,3319,1.9,5,0,0
150135,4500,40,Femenino,2,6772,7814,676,-1000,2257,8.3,7,0,0
153257,5500,41,Femenino,1,0,6772,672,-6500,0,8.3,8,1,0
164495,4500,37,Masculino,0,9320,4142,0,5000,9320,0.0,10,1,1
209778,5500,21,Femenino,1,0,10121,417,-10000,0,1.2,5,1,1
211929,11500,54,Masculino,2,0,12145,452,-12000,0,1.5,5,0,0
75992,3500,33,Femenino,1,0,9933,619,-9000,0,5.3,3,0,0
72881,3500,32,Femenino,0,7525,0,450,6800,7525,1.3,2,1,1
97744,3500,24,Femenino,0,6563,0,603,6000,6563,4.6,8,1,1
167552,6500,53,Masculino,1,0,12427,0,-12000,0,0.0,10,0,0
128785,5500,29,Femenino,0,7399,5285,540,2000,7399,2.75,3,0,1
128936,3500,29,Femenino,0,7399,3699,496,3500,7399,1.9,3,1,1
133731,5500,48,Femenino,2,10337,8439,537,1800,3445,2.6,4,0,0
69773,6000,21,Masculino,0,12241,1023,525,10080,12241,2.2,1,0,0
87160,3500,38,Masculino,2,7736,10499,635,-2500,2578,6.1,6,0,0
92526,3500,18,Femenino,0,6599,2199,0,4000,6599,0.0,7,0,1
133724,3500,37,Masculino,2,0,9493,0,-9000,0,0.0,4,0,0
137248,5500,19,Masculino,0,0,4227,653,-4000,0,6.1,5,1,0
157602,4500,61,Femenino,0,0,1979,538,-1900,0,2.6,8,1,1
82756,17000,35,Masculino,0,11616,0,519,10500,11616,2.2,5,1,1
111897,5500,44,Femenino,0,10780,3234,604,7000,10780,4.6,11,0,0
114193,3500,23,Femenino,0,10705,0,451,10000,10705,1.3,12,1,1
128423,3500,18,Femenino,0,6342,4333,349,1900,6342,0.9,3,1,1
133544,5500,23,Femenino,0,0,5274,447,-5000,0,1.3,4,0,0
115832,5500,28,Femenino,0,8564,0,474,8000,8564,1.6,12,1,1
67678,6000,55,Femenino,2,8902,4451,466,4000,2967,1.6,1,0,0
88094,3500,53,Masculino,0,7736,6410,468,1200,7736,1.6,6,0,1
142545,3500,36,Femenino,1,8422,6317,534,2000,4211,2.6,6,0,0
93545,3500,53,Femenino,0,9899,7699,468,2000,9899,1.6,7,0,0
169236,5500,30,Masculino,2,8285,9320,526,-1000,2761,2.2,10,0,0
127988,3500,28,Femenino,1,0,2219,572,-2100,0,3.5,3,1,0
115436,3500,57,Femenino,1,8564,6423,615,2000,4282,5.3,12,0,1
126066,5500,35,Femenino,0,10600,0,633,10000,10600,5.3,2,1,1
141566,3500,60,Femenino,1,8422,5264,494,3000,4211,1.9,6,1,0
95696,3500,26,Femenino,0,8799,0,454,8000,8799,1.5,7,1,1
129625,5500,21,Femenino,2,9301,3699,391,5300,3100,0.9,3,0,0
93662,3500,51,Masculino,0,8799,3849,551,4500,8799,2.9,7,0,1
98750,4500,64,Femenino,0,13126,0,478,12000,13126,1.8,8,1,1
163038,12500,48,Femenino,1,0,6248,436,-6000,0,1.3,9,1,0
96513,4500,50,Femenino,0,8751,0,416,8000,8751,1.2,8,1,1
75633,6000,67,Masculino,0,9933,4414,523,5000,9933,2.2,3,0,0
70057,3500,19,Femenino,0,7790,0,394,7000,7790,0.9,1,0,1
171828,5500,22,Masculino,0,5155,12374,454,-7000,5155,1.5,11,0,0
91987,3500,50,Femenino,0,16389,5862,492,9570,16389,1.9,7,0,0
78733,3500,27,Femenino,1,5518,3311,538,2000,2759,2.6,3,0,0
114035,5500,61,Femenino,0,10705,5352,520,5000,10705,2.2,12,0,0
131757,4500,55,Femenino,0,6856,3692,518,3000,6856,2.1,4,1,1
156429,5500,23,Femenino,0,0,5209,400,-5000,0,0.9,8,0,0
94200,5500,40,Femenino,0,13199,0,457,12000,13199,1.5,7,1,1
172724,3500,24,Masculino,1,10311,10311,371,0,5155,0.9,11,0,0
113632,3500,28,Femenino,0,10491,4389,467,5700,10491,1.6,12,0,0
118504,5500,43,Femenino,0,6366,0,0,6000,6366,0.0,1,1,0
133377,5500,34,Masculino,1,0,1582,435,-1500,0,1.3,4,1,1
137259,3500,40,Masculino,1,7397,4227,480,3000,3698,1.8,5,0,0
74444,6000,36,Femenino,0,14387,0,459,13000,14387,1.5,2,1,0
114135,3500,48,Femenino,0,5352,4282,478,1000,5352,1.8,12,0,1
154711,5500,33,Masculino,1,0,2083,449,-2000,0,1.3,8,1,0
109035,3500,18,Masculino,1,4339,3254,0,1000,2169,0.0,10,1,1
127419,4500,30,Femenino,2,0,3699,412,-3500,0,1.2,3,1,1
149975,5500,23,Masculino,0,10419,6251,505,4000,10419,2.0,7,1,1
157436,3500,27,Masculino,1,0,7293,0,-7000,0,0.0,8,0,1
79090,3500,36,Femenino,2,13247,0,489,12000,4415,1.8,4,1,0
83636,6000,40,Femenino,3,8629,5,419,7795,2157,1.2,5,0,0
96264,5500,51,Femenino,2,12032,8751,404,3000,4010,0.9,8,0,1
77192,3500,19,Femenino,0,8829,4414,0,4000,8829,0.0,3,1,1
120458,5500,56,Masculino,0,14324,1273,474,12300,14324,1.6,1,0,0
74896,3500,18,Femenino,0,3863,993,461,2600,3863,1.5,3,1,1
122358,5000,48,Femenino,1,12720,5300,494,7000,6360,1.9,2,0,0
149432,5500,32,Masculino,1,0,6251,559,-6000,0,2.9,7,0,0
117949,3500,32,Femenino,2,2652,530,579,2000,884,3.5,1,0,0
88111,6000,23,Femenino,0,11052,0,403,10000,11052,0.9,6,1,0
86313,5500,19,Femenino,0,12170,5531,593,6000,12170,4.0,5,1,0
98529,3500,33,Femenino,3,10938,2734,569,7500,2734,3.2,8,0,0
120872,5500,34,Femenino,1,10610,8488,468,2000,5305,1.6,1,0,0
121326,3500,25,Femenino,1,8488,4244,453,4000,4244,1.5,1,1,1
67419,6000,46,Femenino,0,15580,0,635,14000,15580,6.1,1,0,1
131898,5500,49,Masculino,0,0,3164,425,-3000,0,1.2,4,1,1
96206,3500,32,Masculino,3,12032,5469,429,6000,3008,1.2,8,0,0
103917,4500,18,Masculino,0,16335,10346,593,5500,16335,4.0,9,1,0
84902,4500,52,Femenino,0,5531,0,527,5000,5531,2.2,5,1,1
75248,2500,55,Femenino,0,8609,2207,677,5800,8609,8.3,3,0,0
123388,5500,32,Femenino,3,18550,4240,413,13500,4637,1.2,2,0,0
85533,3500,30,Masculino,0,12391,9957,578,2200,12391,3.5,5,1,1
157156,5500,65,Masculino,1,3750,1250,648,2400,1875,6.1,8,1,0
110134,3500,30,Masculino,0,8085,7546,679,500,8085,8.3,11,1,0
98921,4500,35,Femenino,0,8751,0,404,8000,8751,0.9,8,1,0
73673,6000,52,Femenino,0,11066,0,387,10000,11066,0.9,2,0,0
91223,6000,38,Femenino,2,14368,6631,499,7000,4789,1.9,6,1,1
98126,3500,33,Femenino,0,13126,0,485,12000,13126,1.8,8,1,1
88144,2500,19,Femenino,0,5526,3315,0,2000,5526,0.0,6,1,1
75080,3500,29,Femenino,2,6622,4414,0,2000,2207,0.0,3,1,0
77311,3500,38,Femenino,1,11037,3863,591,6500,5518,4.0,3,0,1
70131,10500,28,Masculino,0,20031,0,327,18000,20031,0.9,1,0,0
159474,5500,18,Femenino,1,0,624,522,-600,0,2.2,9,1,1
80961,3500,61,Masculino,0,13247,6623,0,6000,13247,0.0,4,1,0
129186,3500,43,Femenino,2,12684,6342,433,6000,4228,1.2,3,0,0
67397,3500,34,Femenino,5,5898,1112,448,4300,983,1.3,1,0,1
101758,3500,24,Femenino,2,2178,2178,510,0,726,2.1,9,1,1
106899,3500,19,Femenino,0,7594,7052,607,500,7594,4.6,10,0,1
127782,5500,24,Femenino,1,0,422,528,-400,0,2.2,3,1,1
130217,3500,18,Femenino,0,8456,4228,0,4000,8456,0.0,3,1,0
169447,5500,51,Femenino,1,0,8285,489,-8000,0,1.8,10,1,1
132434,3500,23,Masculino,2,0,3692,460,-3500,0,1.5,4,1,1
76712,6000,28,Femenino,0,8829,0,533,8000,8829,2.6,3,1,0
85323,3500,39,Femenino,1,10510,2810,532,6960,5255,2.6,5,0,0
95154,3500,35,Femenino,0,6563,0,457,6000,6563,1.5,8,0,0
160970,3500,26,Femenino,0,10413,7810,461,2500,10413,1.5,9,1,1
72094,4500,28,Femenino,1,9960,996,520,8100,4980,2.2,2,0,0
68062,3500,18,Masculino,0,17805,556,0,15500,17805,0.0,1,0,0
125073,5500,43,Femenino,1,18550,15900,333,2500,9275,0.9,2,0,0
170811,5500,55,Masculino,0,6213,0,687,6000,6213,8.3,10,0,0
123206,3500,34,Femenino,1,15900,15900,499,0,7950,1.9,2,0,0
80514,6000,51,Femenino,0,3863,2318,416,1400,3863,1.2,4,0,0
79830,6000,33,Femenino,2,5519,3863,543,1500,1839,2.75,4,0,0
151555,5500,40,Masculino,1,20838,6251,473,14000,10419,1.6,7,0,1
69179,3500,30,Femenino,1,8902,6677,580,2000,4451,3.5,1,0,0
174569,3500,33,Masculino,0,0,7218,535,-7000,0,2.6,11,0,0
158863,4500,67,Femenino,0,0,5209,526,-5000,0,2.2,8,1,0
124093,4500,33,Femenino,2,17172,4240,427,12200,5724,1.2,2,0,0
155528,5500,53,Masculino,1,0,5209,506,-5000,0,2.0,8,1,1
113395,3500,37,Femenino,0,7279,4282,534,2800,7279,2.6,12,0,0
143694,3500,53,Femenino,0,0,4211,631,-4000,0,5.3,6,1,0
136649,3500,40,Masculino,0,6869,7926,498,-1000,6869,1.9,5,1,1
122818,5500,18,Femenino,1,5300,2120,0,3000,2650,0.0,2,1,1
88393,6000,30,Femenino,2,13262,8841,449,4000,4420,1.3,6,0,1
100652,3500,28,Femenino,2,18596,5469,510,12000,6198,2.1,8,0,0
158201,4000,52,Femenino,2,10418,2083,572,8000,3472,3.5,8,0,0
98392,3500,42,Masculino,1,0,5469,579,-5000,0,3.5,8,0,1
115222,5500,58,Femenino,0,13274,3853,429,8800,13274,1.2,12,0,0
104063,5500,30,Femenino,0,6534,3811,535,2500,6534,2.6,9,0,0
150189,3500,55,Femenino,1,0,1041,383,-1000,0,0.9,7,0,1
131821,3500,36,Femenino,0,6329,7173,497,-800,6329,1.9,4,0,0
96716,5500,56,Femenino,0,13126,2734,456,9500,13126,1.5,8,0,1
160572,3500,34,Femenino,2,9372,4686,513,4500,3124,2.1,9,0,0
128066,18000,56,Femenino,0,8456,4756,590,3500,8456,4.0,3,1,0
83342,3500,49,Femenino,0,11063,5531,557,5000,11063,2.9,5,0,1
194391,3500,23,Femenino,2,0,3054,502,-3000,0,2.0,3,1,1
130903,4500,34,Femenino,2,0,3692,449,-3500,0,1.3,4,1,1
95762,4000,33,Femenino,2,9298,2734,447,6000,3099,1.3,8,0,1
157444,3500,64,Masculino,0,11460,5209,434,6000,11460,1.3,8,0,1
82411,3500,44,Femenino,1,16559,6623,397,9000,8279,0.9,4,0,0
137122,5500,49,Femenino,0,10568,52841,507,-40000,10568,2.0,5,0,0
169472,5500,43,Femenino,1,0,6213,425,-6000,0,1.2,10,0,1
112016,3500,36,Femenino,0,6468,4527,597,1800,6468,4.0,11,1,1
175525,3500,22,Femenino,0,0,3093,640,-3000,0,6.1,11,0,1
134299,4500,21,Femenino,1,12658,6329,443,6000,6329,1.3,4,0,0
91487,7000,31,Femenino,0,13749,9129,466,4200,13749,1.6,7,1,1
156702,5500,22,Masculino,2,0,10418,438,-10000,0,1.3,8,1,1
135481,4500,60,Masculino,0,10021,4746,429,5000,10021,1.2,4,1,0
93045,5500,46,Masculino,0,10394,5499,427,4450,10394,1.2,7,1,0
71293,3500,18,Femenino,0,6640,4980,527,1500,6640,2.2,2,0,1
165942,3500,33,Femenino,1,0,6213,413,-6000,0,1.2,10,0,0
103005,4000,39,Femenino,2,19603,11979,658,7000,6534,6.1,9,0,1
176593,6500,23,Masculino,0,0,4108,611,-4000,0,4.6,12,0,0
79686,3500,29,Femenino,0,7175,4967,650,2000,7175,6.1,4,0,0
141491,5500,23,Femenino,1,0,4211,546,-4000,0,2.75,6,0,0
79094,5000,49,Femenino,0,8831,0,516,8000,8831,2.1,4,1,0
87978,6000,56,Femenino,0,17683,6631,664,10000,17683,6.1,6,1,1
185469,6500,58,Femenino,0,0,6145,437,-6000,0,1.3,1,0,0
85181,8000,65,Femenino,0,11063,0,0,10000,11063,0.0,5,0,0
149240,10500,33,Femenino,1,14587,7293,369,7000,7293,0.9,7,0,0
211370,10500,56,Masculino,2,0,3289,434,-3250,0,1.3,5,1,0
88924,3500,64,Masculino,1,8841,6078,750,2500,4420,8.3,6,0,0
72208,3500,39,Femenino,1,17707,9406,412,7500,8853,1.2,2,0,0
74600,3500,50,Femenino,0,4414,0,540,4000,4414,2.75,3,1,0
87858,3500,39,Femenino,0,8399,0,532,7600,8399,2.6,6,1,1
161221,3500,21,Femenino,1,7497,7810,583,-300,3748,3.5,9,0,0
76078,3500,29,Masculino,0,8829,3311,675,5000,8829,8.3,3,0,1
143305,5500,22,Femenino,1,10002,2632,518,7000,5001,2.1,6,0,0
70633,3500,37,Femenino,0,8853,0,708,8000,8853,8.3,2,1,0
74864,3500,18,Masculino,0,11037,2759,377,7500,11037,0.9,3,0,0
170538,4500,46,Femenino,0,0,11392,0,-11000,0,0.0,10,0,0
117420,3500,25,Masculino,0,10610,5835,485,4500,10610,1.8,1,0,0
71613,3500,35,Masculino,0,13280,0,407,12000,13280,1.2,2,0,1
88403,3500,19,Masculino,0,19894,9394,628,9500,19894,5.3,6,1,0
124151,3500,20,Femenino,2,7420,4240,0,3000,2473,0.0,2,1,1
83646,3500,28,Femenino,2,8850,4978,497,3500,2950,1.9,5,0,1
116781,3500,41,Femenino,0,12846,0,412,12000,12846,1.2,12,1,1
155253,12000,39,Femenino,1,15628,10418,412,5000,7814,1.2,8,0,1
170175,3500,28,Femenino,2,0,1553,444,-1500,0,1.3,10,1,0
159657,5500,39,Femenino,3,0,1874,510,-1800,0,2.1,9,1,0
103926,3500,30,Femenino,1,7623,3267,635,4000,3811,6.1,9,0,0
110087,5500,29,Femenino,2,10780,2156,436,8000,3593,1.3,11,0,0
117452,2500,54,Femenino,0,6896,2122,635,4500,6896,6.1,1,0,0
71991,3500,40,Masculino,2,15493,6640,438,8000,5164,1.3,2,0,0
162291,5500,38,Femenino,3,0,5206,554,-5000,0,2.9,9,1,0
68258,3500,48,Femenino,0,13354,0,616,12000,13354,5.3,1,0,1
161525,3500,53,Femenino,0,0,3436,521,-3300,0,2.2,9,1,0
155778,3500,26,Femenino,2,0,3333,447,-3200,0,1.3,8,1,1
141607,3500,32,Femenino,6,0,1052,449,-1000,0,1.3,6,0,1
112729,3500,27,Femenino,0,12936,0,433,12000,12936,1.2,11,1,0
112440,3500,36,Femenino,2,26951,13475,398,12500,8983,0.9,11,0,1
128696,4500,27,Femenino,0,12684,8456,382,4000,12684,0.9,3,0,0
173217,3500,62,Masculino,1,0,3609,532,-3500,0,2.6,11,0,0
76854,3500,46,Femenino,1,11037,6622,458,4000,5518,1.5,3,0,1
175526,3500,38,Femenino,2,8043,4124,381,3800,2681,0.9,11,0,1
149382,3500,27,Femenino,0,0,4167,416,-4000,0,1.2,7,1,0
118256,5500,55,Femenino,0,9443,1273,416,7700,9443,1.2,1,0,1
92834,3500,26,Femenino,2,14299,2199,429,11000,4766,1.2,7,0,0
80970,3500,32,Femenino,0,11702,2649,501,8200,11702,2.0,4,1,0
161611,3500,20,Masculino,0,15620,7810,628,7500,15620,5.3,9,0,0
90914,6000,27,Femenino,3,2763,11052,449,-7500,690,1.3,6,1,1
73455,11500,50,Femenino,1,8853,0,420,8000,4426,1.2,2,0,0
138485,5500,25,Masculino,1,13738,5284,523,8000,6869,2.2,5,0,0
106072,3500,34,Femenino,2,14104,6509,563,7000,4701,3.2,10,0,0
95506,5500,37,Femenino,3,0,4619,446,-4200,0,1.3,7,1,1
94505,5000,32,Femenino,1,10999,5499,418,5000,5499,1.2,7,0,1
75054,6000,52,Femenino,0,13244,5518,451,7000,13244,1.3,3,0,0
81551,3500,18,Femenino,0,8610,0,0,7800,8610,0.0,4,1,1
145569,6500,39,Masculino,0,5209,2083,433,3000,5209,1.2,7,1,1
78405,6000,53,Femenino,2,13244,8829,502,4000,4414,2.0,3,0,1
124719,5500,35,Femenino,0,6890,3710,412,3000,6890,1.2,2,0,1
87440,2500,25,Femenino,1,13262,3315,578,9000,6631,3.5,6,0,0
163833,9500,32,Femenino,1,18223,8330,411,9500,9111,1.2,9,0,0
133099,5500,41,Masculino,0,12658,3692,466,8500,12658,1.6,4,1,1
130259,5500,31,Masculino,1,15823,12658,556,3000,7911,2.9,4,0,1
126972,8000,64,Femenino,0,7399,3699,515,3500,7399,2.1,3,1,0
92652,3500,30,Femenino,1,10999,6599,457,4000,5499,1.5,7,0,0
160410,16000,38,Femenino,1,16661,11454,616,5000,8330,5.3,9,0,1
108515,3500,54,Masculino,0,13019,6509,464,6000,13019,1.5,10,0,0
133418,5500,30,Masculino,2,0,8439,540,-8000,0,2.75,4,0,0
73801,3500,20,Masculino,0,13280,0,0,12000,13280,0.0,2,1,1
141836,5500,34,Femenino,3,0,9475,0,-9000,0,0.0,6,1,0
142339,5500,55,Femenino,0,0,3158,449,-3000,0,1.3,6,1,0
109107,3500,69,Femenino,0,10307,0,504,9500,10307,2.0,10,0,1
94769,5500,19,Masculino,0,9239,3849,593,4900,9239,4.0,7,1,0
109239,3500,52,Femenino,0,11934,0,618,11000,11934,5.3,10,1,0
158684,3500,38,Femenino,1,8334,2083,668,6000,4167,8.3,8,0,1
76257,3500,23,Femenino,0,8609,1324,497,6600,8609,1.9,3,1,0
99289,8000,29,Femenino,1,15314,3281,498,11000,7657,1.9,8,0,0
119606,3500,19,Femenino,0,6896,4668,581,2100,6896,3.5,1,1,1
73623,6000,50,Femenino,1,6640,4205,522,2200,3320,2.2,2,1,0
140820,3500,29,Femenino,2,0,8949,411,-8500,0,1.2,6,0,0
67969,6000,20,Femenino,2,7233,4006,457,2900,2411,1.5,1,0,0
160184,4500,42,Femenino,2,0,8955,496,-8600,0,1.9,9,1,1
155954,16000,48,Femenino,0,22921,17711,449,5000,22921,1.3,8,0,1
156260,10000,27,Femenino,1,0,12502,404,-12000,0,0.9,8,1,1
114100,5500,54,Femenino,1,5352,3746,623,1500,2676,5.3,12,0,1
76883,3500,39,Masculino,0,9933,4414,740,5000,9933,8.3,3,1,1
100954,3500,27,Femenino,1,8494,3294,350,4775,4247,0.9,9,1,1
151432,3500,25,Femenino,3,8335,5209,475,3000,2083,1.6,7,0,0
123074,3500,23,Femenino,1,0,9010,471,-8500,0,1.6,2,1,0
69229,3500,46,Femenino,1,0,2225,584,-2000,0,3.5,1,1,0
107802,5500,43,Femenino,2,7052,2169,597,4500,2350,4.0,10,0,0
93692,3500,19,Femenino,0,6049,1539,469,4100,6049,1.6,7,1,0
80387,2500,21,Femenino,0,11039,2207,0,8000,11039,0.0,4,1,0
169563,18000,31,Femenino,1,12427,6213,384,6000,6213,0.9,10,0,0
120535,4500,59,Femenino,0,8488,4244,740,4000,8488,8.3,1,0,0
107510,4500,28,Femenino,0,7594,0,634,7000,7594,5.3,10,1,1
165586,10500,45,Femenino,1,25891,2589,422,22500,12945,1.2,10,0,0
170236,5500,35,Femenino,1,10356,12945,419,-2500,5178,1.2,10,0,0
141227,5500,47,Femenino,0,12634,5264,522,7000,12634,2.2,6,0,0
124545,3500,33,Masculino,1,15900,4770,547,10500,7950,2.75,2,0,0
88737,3500,33,Femenino,2,11052,4420,697,6000,3684,8.3,6,0,0
143915,3500,21,Masculino,0,0,5264,635,-5000,0,6.1,6,1,0
140572,3500,25,Masculino,2,10568,6341,0,4000,3522,0.0,5,0,0
143221,5500,30,Femenino,1,6317,6317,587,0,3158,4.0,6,0,0
171156,7500,31,Femenino,1,12374,4124,456,8000,6187,1.5,11,0,0
94279,5500,46,Femenino,0,9349,2749,447,6000,9349,1.3,7,0,0
73577,3500,57,Masculino,1,8853,4426,512,4000,4426,2.1,2,0,1
143803,5500,42,Femenino,2,0,8422,410,-8000,0,1.2,6,1,1
130484,5500,67,Femenino,0,9493,8966,507,500,9493,2.0,4,0,0
73572,3500,43,Masculino,0,11066,2213,593,8000,11066,4.0,2,1,0
132656,5500,18,Masculino,0,10548,6329,628,4000,10548,5.3,4,0,0
106099,3500,54,Femenino,0,8679,0,492,8000,8679,1.9,10,1,0
90493,3500,39,Masculino,0,9394,2763,526,6000,9394,2.2,6,0,0
74629,3500,29,Femenino,2,15452,22074,424,-6000,5150,1.2,3,0,0
76824,3500,41,Femenino,2,13244,6622,488,6000,4414,1.8,3,0,0
118718,8500,25,Masculino,2,9549,6366,503,3000,3183,2.0,1,0,0
71875,3500,38,Femenino,2,0,2766,546,-2500,0,2.75,2,1,0
171322,4500,19,Femenino,1,10311,6187,600,4000,5155,4.6,11,0,0
85188,3500,22,Femenino,0,9957,3761,607,5600,9957,4.6,5,1,1
167296,4000,30,Femenino,1,20713,5178,624,15000,10356,5.3,10,0,1
131722,7500,36,Masculino,1,8966,7384,471,1500,4483,1.6,4,0,0
90385,4500,44,Femenino,1,8841,2210,0,6000,4420,0.0,6,0,0
154455,13000,31,Masculino,0,0,1562,623,-1500,0,5.3,8,1,0
131901,3500,45,Femenino,1,0,4746,520,-4500,0,2.2,4,1,1
158694,5500,36,Masculino,2,0,10418,438,-10000,0,1.3,8,1,0
75258,3500,18,Femenino,0,10154,4635,0,5000,10154,0.0,3,0,0
102078,3500,31,Femenino,2,9801,4900,500,4500,3267,2.0,9,0,0
83391,3500,68,Femenino,0,8850,4425,461,4000,8850,1.5,5,0,0
145799,3500,44,Femenino,0,10528,3158,0,7000,10528,0.0,6,0,0
196488,3500,24,Femenino,0,0,2545,433,-2500,0,1.2,3,0,0
167724,4500,41,Masculino,2,9320,7249,412,2000,3106,1.2,10,0,0
101462,11000,31,Femenino,0,16335,5989,675,9500,16335,8.3,9,0,0
115410,5500,28,Femenino,1,19269,8564,415,10000,9634,1.2,12,0,0
116190,3500,66,Femenino,0,0,6423,501,-6000,0,2.0,12,0,0
83519,3500,18,Femenino,0,9736,2212,668,6800,9736,8.3,5,0,1
139706,3500,19,Femenino,1,8983,4227,0,4500,4491,0.0,5,0,1
138068,13000,45,Masculino,0,16909,7397,542,9000,16909,2.75,5,0,0
145773,5500,39,Femenino,2,3158,29479,462,-25000,1052,1.5,6,0,0
120382,3500,19,Femenino,1,5305,10610,593,-5000,2652,4.0,1,0,1
74156,3500,41,Femenino,0,8300,7746,598,500,8300,4.0,2,0,0
173990,3500,31,Femenino,1,8249,2577,427,5500,4124,1.2,11,0,1
77735,6000,35,Femenino,2,0,3311,562,-3000,0,3.2,3,0,1
69626,3500,51,Femenino,0,7233,3116,660,3700,7233,6.1,1,0,1
80779,3500,46,Femenino,0,9935,0,515,9000,9935,2.1,4,1,0
169905,10500,52,Femenino,0,0,3106,551,-3000,0,2.9,10,1,0
120938,5500,55,Masculino,0,9337,0,430,8800,9337,1.2,1,1,1
130700,3500,20,Masculino,0,15823,3164,0,12000,15823,0.0,4,0,0
89420,6000,58,Femenino,0,16578,7736,431,8000,16578,1.2,6,1,0
119745,4500,25,Femenino,1,10610,4244,580,6000,5305,3.5,1,0,0
90082,4000,47,Femenino,0,11052,4420,488,6000,11052,1.8,6,0,1
125195,3500,34,Femenino,0,17490,8480,649,8500,17490,6.1,2,0,1
82347,2500,28,Femenino,2,9383,3532,526,5300,3127,2.2,4,0,0
70501,8000,39,Masculino,0,6677,0,457,6000,6677,1.5,1,1,0
102126,3500,20,Femenino,0,8712,4900,405,3500,8712,0.9,9,0,0
118375,5500,32,Masculino,2,9018,4774,503,4000,3006,2.0,1,0,0
113497,3500,44,Femenino,1,16057,5352,475,10000,8028,1.6,12,0,0
85656,4500,35,Femenino,0,6638,0,493,6000,6638,1.9,5,1,1
96279,8000,30,Femenino,2,10938,0,539,10000,3646,2.75,8,1,0
158991,6500,45,Femenino,1,0,2603,416,-2500,0,1.2,9,0,0
144033,3500,28,Femenino,3,0,6317,563,-6000,0,3.2,6,0,0
87376,4500,65,Masculino,1,8289,4420,433,3500,4144,1.2,6,0,0
97353,3500,34,Femenino,0,10938,7657,0,3000,10938,0.0,8,0,0
107258,3500,55,Masculino,0,13019,4339,463,8000,13019,1.5,10,1,0
72606,3500,21,Femenino,0,8853,6640,0,2000,8853,0.0,2,0,1
76496,3500,53,Femenino,0,8278,9271,550,-900,8278,2.9,3,0,0
140330,3500,41,Femenino,0,6341,2113,0,4000,6341,0.0,5,0,0
123768,3500,61,Femenino,0,10570,3171,425,7000,10570,1.2,3,0,0
139971,11000,44,Femenino,0,0,3381,609,-3200,0,4.6,5,1,0
101728,5500,46,Femenino,0,25048,2722,422,20500,25048,1.2,9,0,1
161589,8500,43,Masculino,0,12496,3644,486,8500,12496,1.8,9,0,0
145414,5500,27,Masculino,0,13160,10739,491,2300,13160,1.9,6,1,0
68614,5500,33,Femenino,0,7567,0,474,6800,7567,1.6,1,1,1
163259,5500,30,Femenino,1,0,2603,457,-2500,0,1.5,9,0,1
105086,3500,22,Femenino,0,8679,0,0,8000,8679,0.0,10,0,1
100172,4500,55,Femenino,0,9298,2187,381,6500,9298,0.9,8,0,0
72195,3500,22,Femenino,1,7746,4980,623,2500,3873,5.3,2,0,0
84162,3500,37,Masculino,0,16595,0,0,15000,16595,0.0,5,1,1
143248,3500,45,Masculino,0,0,2105,446,-2000,0,1.3,6,1,1
137734,6500,22,Femenino,0,12682,2642,589,9500,12682,4.0,5,0,1
98103,5500,56,Femenino,0,13126,0,463,12000,13126,1.5,8,1,0
80212,6000,54,Femenino,0,8831,4967,472,3500,8831,1.6,4,0,1
143113,3500,25,Femenino,2,9475,7896,448,1500,3158,1.3,6,0,0
193125,3500,38,Masculino,0,0,4085,402,-4000,0,0.9,2,0,1
148744,4500,38,Masculino,0,0,11253,451,-10800,0,1.3,7,0,0
170770,3500,41,Femenino,3,0,2589,619,-2500,0,5.3,10,0,0
173355,5500,27,Femenino,1,0,6187,427,-6000,0,1.2,11,0,0
175974,8500,28,Masculino,0,0,2062,371,-2000,0,0.9,11,0,1
102576,3500,36,Masculino,0,10890,4356,639,6000,10890,6.1,9,0,0
161457,3500,49,Masculino,1,8330,6248,413,2000,4165,1.2,9,0,1
96628,5500,28,Masculino,0,14220,0,508,13000,14220,2.0,8,1,0
77714,3500,43,Femenino,2,12141,3311,678,8000,4047,8.3,3,0,0
120878,16000,38,Femenino,2,10610,5305,703,5000,3536,8.3,1,0,0
123659,5500,25,Femenino,2,19080,7950,449,10500,6360,1.3,2,0,1
128782,6000,27,Femenino,0,13212,2642,477,10000,13212,1.6,3,0,0
101751,5500,51,Femenino,0,10890,9801,532,1000,10890,2.6,9,0,0
134264,4000,22,Femenino,1,8439,2637,452,5500,4219,1.5,4,0,0
192174,3500,19,Femenino,0,0,3677,343,-3600,0,0.9,2,1,1
143584,3500,38,Femenino,2,0,8422,439,-8000,0,1.3,6,1,0
100992,16500,44,Femenino,0,32671,17424,532,14000,32671,2.6,9,1,1
91541,3500,65,Femenino,1,10999,2199,504,8000,5499,2.0,7,0,0
114187,2500,61,Masculino,3,5352,3211,700,2000,1338,8.3,12,0,0
137112,5500,30,Femenino,2,0,5495,452,-5200,0,1.5,5,1,0
91349,3500,46,Masculino,0,54997,1649,602,48500,54997,4.6,7,0,1
174400,3500,44,Femenino,2,0,4124,679,-4000,0,8.3,11,1,0
156893,4000,55,Femenino,1,0,2604,468,-2500,0,1.6,8,0,0
126716,3500,21,Femenino,0,6342,4228,395,2000,6342,0.9,3,1,0
110436,3500,38,Femenino,3,10780,5390,439,5000,2695,1.3,11,0,0
